id,SMILES_input,fingerprints_input_ECFP4,SMILES_out,SMILES_output_ECFP4,fingerprints_output_ECFP4,MACCS_Inv_0,MACCS_Inv_NaN,Avalon_Inv_0,Avalon_Inv_NaN,RDK4_Inv_0,RDK4_Inv_NaN,RDK4-L_Inv_0,RDK4-L_Inv_NaN,HashAP_Inv_0,HashAP_Inv_NaN,TT_Inv_0,TT_Inv_NaN,HashTT_Inv_0,HashTT_Inv_NaN,ECFP0_Inv_0,ECFP0_Inv_NaN,ECFP2_Inv_0,ECFP2_Inv_NaN,ECFP4_Inv_0,ECFP4_Inv_NaN,FCFP2_Inv_0,FCFP2_Inv_NaN,FCFP4_Inv_0,FCFP4_Inv_NaN,AEs_Inv_0,AEs_Inv_NaN,ECFP2*_Inv_0,ECFP2*_Inv_NaN,ECFP4*_Inv_0,ECFP4*_Inv_NaN,SMILES_input_canonical,SMILES_output_ECFP4_canonical,Canonical_SMILES_match_Inv_0,Canonical_SMILES_match_Inv_NaN
1,C C 1 = C ( C = C C ( = C 1 ) C ( C ) ( C ) C ) O C [C@H] ( C [NH2+] C C C O C ) O,1 13 33 94 114 118 283 351 392 404 486 644 655 658 695 807 841 875 1005 1057 1153 1229 1339 1353 1380 1391 1417 1452 1536 1663 1665 1722 1724 1750 1873 1911 2007 2012 2038,CC1=C(C=CC(=C1)C(C)(C)C)OCC(COC)[Si]CCCOC,CC1=C(C=CC(=C1)C(C)(C)C)OCC(COC)[Si]CCCOC,1 13 33 80 85 94 114 118 333 392 404 486 655 695 841 875 1005 1020 1057 1207 1302 1339 1351 1353 1380 1391 1417 1452 1511 1536 1637 1665 1722 1724 1750 1857 1873 1911 1970 2012,64.15094339622641,64.15094339622641,49.2063492063492,49.2063492063492,58.2089552238806,58.2089552238806,55.10204081632652,55.10204081632652,63.24324324324324,63.24324324324324,64.1025641025641,64.1025641025641,64.1025641025641,64.1025641025641,80.0,80.0,73.07692307692307,73.07692307692307,64.0,64.0,69.81132075471697,69.81132075471697,61.8421052631579,61.8421052631579,69.81132075471697,69.81132075471697,70.96774193548387,70.96774193548387,59.61538461538461,59.61538461538461,COCCC[NH2+]C[C@H](O)COc1ccc(C(C)(C)C)cc1C,COCCC[Si]C(COC)COc1ccc(C(C)(C)C)cc1C,0,0.0
2,C ( C ( F ) ( F ) F ) ( C ( F ) ( F ) [18F] ) F,1 114 136 561 1050 1453 1928,C(C(C(C(F)(F)F)F)(F)F)(C(C(F)(F)F)F)C(C(C(F)(F)F)F)(C(F)(F)F)F,C(C(C(C(F)(F)F)F)(F)F)(C(C(F)(F)F)F)C(C(C(F)(F)F)F)(C(F)(F)F)F,1 58 59 114 136 452 476 524 561 894 1050 1347 1358 1434 1448 1453 1527 1581 1832 1833 1928,83.33333333333334,83.33333333333334,21.875,21.875,59.09090909090909,59.09090909090909,66.66666666666666,66.66666666666666,13.636363636363635,13.636363636363635,21.818181818181817,21.818181818181817,21.818181818181817,21.818181818181817,35.714285714285715,35.714285714285715,35.714285714285715,35.714285714285715,32.83582089552239,32.83582089552239,35.714285714285715,35.714285714285715,32.83582089552239,32.83582089552239,35.714285714285715,35.714285714285715,58.333333333333336,58.333333333333336,36.36363636363637,36.36363636363637,FC(C(F)(F)F)C(F)(F)[18F],FC(C(C(F)(F)C(F)C(F)(F)F)C(F)(C(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,0,0.0
3,C C 1 = C C = C C = C 1 C ( C ( = O ) N C 2 C C C C 2 ) N ( C 3 = C C = C ( C = C 3 ) C ( = O ) O C ) C ( = O ) C C 4 = C C = C S 4,14 80 145 196 237 325 330 383 428 573 581 606 610 650 656 675 695 807 841 881 890 906 911 960 1019 1057 1088 1096 1102 1152 1199 1238 1259 1325 1380 1385 1391 1567 1608 1634 1655 1661 1697 1715 1722 1750 1790 1802 1873 1917 1985 1999,CC1=CC=CC=C1C(C(=O)NC2CCCC2)N(C3=CC=C(C=C3)C(=O)OC)C(=O)CC4=CC=CS4,CC1=CC=CC=C1C(C(=O)NC2CCCC2)N(C3=CC=C(C=C3)C(=O)OC)C(=O)CC4=CC=CS4,1 14 80 145 196 237 241 325 330 383 387 428 573 581 606 610 626 650 656 675 695 807 841 881 890 906 911 926 960 1019 1028 1057 1088 1096 1102 1152 1199 1238 1256 1259 1325 1380 1385 1391 1567 1608 1634 1655 1661 1697 1715 1722 1750 1790 1802 1873 1917 1985 1999,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,COC(=O)c1ccc(N(C(=O)Cc2cccs2)C(C(=O)NC2CCCC2)c2ccccc2C)cc1,COC(=O)c1ccc(N(C(=O)Cc2cccs2)C(C(=O)NC2CCCC2)c2ccccc2C)cc1,1,1.0
4,C C O C ( = O ) C 1 = C C = C ( C = C 1 ) N C ( = O ) C N 2 C 3 = C ( C ( C 4 C 5 C C ( C 4 S 3 ) C 6 C 5 C ( = O ) N ( C 6 = O ) C 7 = C C = C ( C = C 7 ) C ) C 8 = C C = C ( C = C 8 ) Cl ) S C 2 = O,5 41 63 80 89 121 145 147 162 191 216 219 233 235 294 314 461 555 561 606 620 622 650 670 675 695 759 802 807 816 843 901 924 926 935 994 1014 1019 1039 1057 1070 1077 1152 1157 1176 1238 1279 1284 1292 1312 1337 1357 1362 1443 1453 1457 1464 1522 1683 1686 1697 1722 1750 1788 1803 1816 1817 1823 1825 1920 1935,CCOC(=O)C1=CC=C(C=C1)N2C(=O)C3C4CC(C3C2=O)C5C4C(C6=C(S5)N(C(=O)S6)CC(=O)NC7=CC=C(C=C7)C)C8=CC=C(C=C8)Cl,CCOC(=O)C1=CC=C(C=C1)N2C(=O)C3C4CC(C3C2=O)C5C4C(C6=C(S5)N(C(=O)S6)CC(=O)NC7=CC=C(C=C7)C)C8=CC=C(C=C8)Cl,5 41 63 80 89 121 145 147 162 191 216 219 233 235 294 314 382 461 555 561 606 620 622 650 670 675 695 759 802 807 816 843 854 901 924 926 935 994 1014 1019 1039 1057 1070 1077 1152 1157 1176 1238 1279 1284 1292 1312 1337 1357 1362 1380 1385 1443 1453 1457 1464 1522 1683 1686 1697 1722 1750 1788 1803 1816 1817 1823 1825 1873 1917 1920 1935,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.06576402321083,98.06576402321083,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,CCOC(=O)c1ccc(NC(=O)Cn2c3c(sc2=O)C(c2ccc(Cl)cc2)C2C4CC(C2S3)C2C(=O)N(c3ccc(C)cc3)C(=O)C42)cc1,CCOC(=O)c1ccc(N2C(=O)C3C4CC(C3C2=O)C2C(c3ccc(Cl)cc3)c3sc(=O)n(CC(=O)Nc5ccc(C)cc5)c3SC42)cc1,0,0.0
5,C 1 [C@H] ( C N ( C 1 = O ) C C 2 = C C = C C = C 2 Cl ) C ( = O ) N C C C 3 = C C = C C = N 3,80 93 101 172 197 221 231 295 311 314 366 378 448 561 650 667 689 724 739 775 798 807 828 926 935 974 1088 1089 1137 1152 1153 1155 1199 1243 1344 1349 1380 1452 1597 1598 1683 1750 1819 1866 1873 1984 1990,C1C(CN(C1=O)CC2=CC=CC=C2Cl)C(=O)NCCC3=CC=CC=N3,C1C(CN(C1=O)CC2=CC=CC=C2Cl)C(=O)NCCC3=CC=CC=N3,80 93 101 172 197 221 231 295 311 314 366 378 448 561 650 667 689 724 739 775 798 807 828 926 935 974 1019 1088 1089 1137 1152 1153 1155 1199 1243 1344 1349 1380 1452 1597 1598 1683 1750 1765 1819 1866 1873 1917 1984 1990,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,O=C(NCCc1ccccn1)[C@@H]1CC(=O)N(Cc2ccccc2Cl)C1,O=C(NCCc1ccccn1)C1CC(=O)N(Cc2ccccc2Cl)C1,0,0.0
6,C 1 = C C = C 2 C ( = C 1 ) C = C C = C 2 N C 3 = C ( C = C ( C = N 3 ) C ( = O ) O ) Cl,324 347 366 378 389 456 491 561 563 650 708 807 875 1039 1087 1088 1104 1138 1152 1207 1224 1357 1380 1385 1452 1535 1573 1683 1696 1750 1768 1855 1905 1917 1990 2008,C1=CC2=C(C=CC=C2NC3=C(C=C(C=N3)C(=O)O)Cl)C(=C1)Cl,C1=CC2=C(C=CC=C2NC3=C(C=C(C=N3)C(=O)O)Cl)C(=C1)Cl,20 303 324 347 366 378 389 456 491 561 563 650 708 807 875 974 1039 1088 1138 1152 1207 1223 1224 1357 1380 1385 1452 1535 1573 1683 1696 1750 1768 1873 1905 1917 1990 2008,100.0,100.0,96.7479674796748,96.7479674796748,98.50746268656717,98.50746268656717,100.0,100.0,82.41758241758241,82.41758241758241,81.25,81.25,81.25,81.25,86.95652173913044,86.95652173913044,82.97872340425532,82.97872340425532,71.83098591549296,71.83098591549296,91.11111111111111,91.11111111111111,84.84848484848484,84.84848484848484,82.97872340425532,82.97872340425532,95.65217391304348,95.65217391304348,79.06976744186046,79.06976744186046,O=C(O)c1cnc(Nc2cccc3ccccc23)c(Cl)c1,O=C(O)c1cnc(Nc2cccc3c(Cl)cccc23)c(Cl)c1,0,0.0
7,C O / N = C \ C ( / C = C / C 1 = C C = C C = C 1 ) S ( = O ) ( = O ) C 2 = C C = C C = C 2,1 319 350 389 575 650 694 695 725 761 835 837 841 878 940 977 989 1057 1088 1115 1199 1308 1353 1380 1390 1422 1476 1624 1723 1750 1857 1858 1873 2033,CO/N=C/C(/C=C/C1=CC=CC=C1)S(=O)(=O)C2=CC=CC=C2,CO/N=C/C(/C=C/C1=CC=CC=C1)S(=O)(=O)C2=CC=CC=C2,1 319 350 389 575 650 694 695 725 761 835 837 841 878 940 977 989 1057 1088 1115 1199 1308 1353 1380 1390 1422 1476 1624 1723 1750 1857 1858 1873 2033,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,CO/N=C\C(/C=C/c1ccccc1)S(=O)(=O)c1ccccc1,CO/N=C/C(/C=C/c1ccccc1)S(=O)(=O)c1ccccc1,0,0.0
8,C 1 = C C ( = O ) C 2 = C 1 C ( = O ) C = C 2,37 112 314 650 1380 1680 1750 1873 1944 1963 2029,C1=CC(=O)C2=C1C(=O)C=C2,C1=CC(=O)C2=C1C(=O)C=C2,37 112 314 650 1380 1680 1750 1873 1944 1963 2029,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,O=c1ccc2c(=O)ccc1=2,O=c1ccc2c(=O)ccc1=2,1,1.0
9,C C 1 = C C ( = N O 1 ) C N ( C ) C 2 = C ( C = C 3 C C C ( = O ) N C 3 = C 2 ) N,80 248 314 319 378 507 534 569 584 650 684 724 875 881 910 926 939 1000 1057 1064 1101 1114 1163 1184 1236 1380 1398 1457 1542 1557 1575 1646 1665 1689 1722 1738 1742 1873 1982 1997 2018,CC1=CC(=NO1)CN(C)C2=C(C=C3CCC(=O)NC3=C2)N(C)CC4=NOC(=C4)C,CC1=CC(=NO1)CN(C)C2=C(C=C3CCC(=O)NC3=C2)N(C)CC4=NOC(=C4)C,80 248 314 319 378 507 569 584 650 656 724 875 881 926 939 988 1057 1060 1064 1101 1114 1163 1181 1184 1236 1380 1398 1542 1557 1575 1646 1665 1689 1722 1738 1742 1873 1882 1982 1997 2018,90.76923076923077,90.76923076923077,93.359375,93.359375,100.0,100.0,100.0,100.0,55.68181818181818,55.68181818181818,62.903225806451616,62.903225806451616,62.903225806451616,62.903225806451616,66.66666666666666,66.66666666666666,63.934426229508205,63.934426229508205,60.22727272727273,60.22727272727273,63.934426229508205,63.934426229508205,60.22727272727273,60.22727272727273,63.934426229508205,63.934426229508205,89.65517241379311,89.65517241379311,82.97872340425532,82.97872340425532,Cc1cc(CN(C)c2cc3c(cc2N)CCC(=O)N3)no1,Cc1cc(CN(C)c2cc3c(cc2N(C)Cc2cc(C)on2)NC(=O)CC3)no1,0,0.0
10,C [N+] 1 = C N ( C 2 = C C = C C = C 2 1 ) C [C@@H] ( C O C [C@@H] 3 C C C = C C 3 ) O,1 29 45 75 80 118 223 227 313 328 329 343 463 522 564 582 597 598 673 687 695 807 870 914 923 926 935 971 983 1019 1057 1088 1136 1199 1285 1325 1380 1455 1475 1605 1750 1873 1971 1992 2038,C[N+]1=CN(C2=CC=CC=C21)CC(COCC3CCC=CC3)O,C[N+]1=CN(C2=CC=CC=C21)CC(COCC3CCC=CC3)O,1 29 45 75 80 118 223 227 313 328 329 343 463 522 564 582 597 598 673 687 695 807 870 914 923 926 935 971 983 1019 1057 1088 1128 1136 1147 1199 1285 1325 1380 1427 1455 1475 1605 1750 1873 1922 1971 1992 2038,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,C[n+]1cn(C[C@H](O)COC[C@H]2CC=CCC2)c2ccccc21,C[n+]1cn(CC(O)COCC2CC=CCC2)c2ccccc21,0,0.0
